station,date,element,value,city
USW00013904,20160130,WSF2,98,AUSTIN
USW00013904,20160130,WSF5,130,AUSTIN
USW00013904,20160131,TMAX,267,AUSTIN
USW00013904,20160131,TMIN,100,AUSTIN
USW00013904,20160131,PRCP,0,AUSTIN
USW00013904,20160131,SNOW,0,AUSTIN
USW00013904,20160131,SNWD,0,AUSTIN
USW00013904,20160131,AWND,39,AUSTIN
USW00013904,20160131,TAVG,189,AUSTIN
USW00013904,20160131,WDF2,190,AUSTIN
USW00013904,20160131,WDF5,190,AUSTIN
USW00013904,20160131,WSF2,89,AUSTIN
USW00013904,20160131,WSF5,116,AUSTIN
USW00013904,20160201,TMAX,256,AUSTIN
USW00013904,20160201,TMIN,67,AUSTIN
USW00013904,20160201,PRCP,0,AUSTIN
USW00013904,20160201,SNOW,0,AUSTIN
USW00013904,20160201,SNWD,0,AUSTIN
USW00013904,20160201,AWND,47,AUSTIN
USW00013904,20160201,TAVG,161,AUSTIN
USW00013904,20160201,WDF2,150,AUSTIN
USW00013904,20160201,WDF5,150,AUSTIN
USW00013904,20160201,WSF2,107,AUSTIN
USW00013904,20160201,WSF5,130,AUSTIN
USW00013904,20160201,WT01,1,AUSTIN
USW00013904,20160201,WT02,1,AUSTIN
USW00013904,20160201,WT08,1,AUSTIN
USW00013904,20160202,TMAX,222,AUSTIN
USW00013904,20160202,TMIN,56,AUSTIN
USW00013904,20160202,PRCP,0,AUSTIN
USW00013904,20160202,SNOW,0,AUSTIN
USW00013904,20160202,SNWD,0,AUSTIN
USW00013904,20160202,AWND,35,AUSTIN
USW00013904,20160202,TAVG,182,AUSTIN
USW00013904,20160202,WDF2,310,AUSTIN
USW00013904,20160202,WDF5,300,AUSTIN
USW00013904,20160202,WSF2,89,AUSTIN
USW00013904,20160202,WSF5,130,AUSTIN
USW00013904,20160202,WT08,1,AUSTIN
USW00013904,20160203,TMAX,150,AUSTIN
USW00013904,20160203,TMIN,-10,AUSTIN
USW00013904,20160203,PRCP,0,AUSTIN
USW00013904,20160203,SNOW,0,AUSTIN
USW00013904,20160203,SNWD,0,AUSTIN
USW00013904,20160203,AWND,55,AUSTIN
USW00013904,20160203,TAVG,97,AUSTIN
USW00013904,20160203,WDF2,360,AUSTIN
USW00013904,20160203,WDF5,360,AUSTIN
USW00013904,20160203,WSF2,94,AUSTIN
USW00013904,20160203,WSF5,112,AUSTIN
USW00013904,20160204,TMAX,144,AUSTIN
USW00013904,20160204,TMIN,-21,AUSTIN
USW00013904,20160204,PRCP,0,AUSTIN
USW00013904,20160204,SNOW,0,AUSTIN
USW00013904,20160204,SNWD,0,AUSTIN
USW00013904,20160204,AWND,22,AUSTIN
USW00013904,20160204,TAVG,58,AUSTIN
USW00013904,20160204,WDF2,360,AUSTIN
USW00013904,20160204,WDF5,70,AUSTIN
USW00013904,20160204,WSF2,54,AUSTIN
USW00013904,20160204,WSF5,67,AUSTIN
USW00013904,20160205,TMAX,161,AUSTIN
USW00013904,20160205,TMIN,-49,AUSTIN
USW00013904,20160205,PRCP,0,AUSTIN
USW00013904,20160205,SNOW,0,AUSTIN
USW00013904,20160205,SNWD,0,AUSTIN
USW00013904,20160205,AWND,27,AUSTIN
USW00013904,20160205,TAVG,53,AUSTIN
USW00013904,20160205,WDF2,160,AUSTIN
USW00013904,20160205,WDF5,150,AUSTIN
USW00013904,20160205,WSF2,76,AUSTIN
USW00013904,20160205,WSF5,98,AUSTIN
USW00013904,20160206,TMAX,161,AUSTIN
USW00013904,20160206,TMIN,0,AUSTIN
USW00013904,20160206,PRCP,0,AUSTIN
USW00013904,20160206,SNOW,0,AUSTIN
USW00013904,20160206,SNWD,0,AUSTIN
USW00013904,20160206,AWND,46,AUSTIN
USW00013904,20160206,TAVG,113,AUSTIN
USW00013904,20160206,WDF2,340,AUSTIN
USW00013904,20160206,WDF5,350,AUSTIN
USW00013904,20160206,WSF2,130,AUSTIN
USW00013904,20160206,WSF5,161,AUSTIN
USW00013904,20160206,WT03,1,AUSTIN
USW00013904,20160207,TMAX,189,AUSTIN
USW00013904,20160207,TMIN,-32,AUSTIN
USW00013904,20160207,PRCP,0,AUSTIN
USW00013904,20160207,SNOW,0,AUSTIN
USW00013904,20160207,SNWD,0,AUSTIN
USW00013904,20160207,AWND,32,AUSTIN
USW00013904,20160207,TAVG,67,AUSTIN
USW00013904,20160207,WDF2,200,AUSTIN
USW00013904,20160207,WDF5,200,AUSTIN
USW00013904,20160207,WSF2,98,AUSTIN
USW00013904,20160207,WSF5,125,AUSTIN
USW00013904,20160208,TMAX,183,AUSTIN
USW00013904,20160208,TMIN,22,AUSTIN
USW00013904,20160208,PRCP,0,AUSTIN
USW00013904,20160208,SNOW,0,AUSTIN
USW00013904,20160208,SNWD,0,AUSTIN
USW00013904,20160208,AWND,55,AUSTIN
USW00013904,20160208,TAVG,109,AUSTIN
USW00013904,20160208,WDF2,360,AUSTIN
USW00013904,20160208,WDF5,320,AUSTIN
USW00013904,20160208,WSF2,98,AUSTIN
USW00013904,20160208,WSF5,134,AUSTIN
USW00013904,20160209,TMAX,228,AUSTIN
USW00013904,20160209,TMIN,6,AUSTIN
USW00013904,20160209,PRCP,0,AUSTIN
USW00013904,20160209,SNOW,0,AUSTIN
USW00013904,20160209,SNWD,0,AUSTIN
USW00013904,20160209,AWND,26,AUSTIN
USW00013904,20160209,TAVG,107,AUSTIN
USW00013904,20160209,WDF2,290,AUSTIN
USW00013904,20160209,WDF5,310,AUSTIN
USW00013904,20160209,WSF2,76,AUSTIN
USW00013904,20160209,WSF5,112,AUSTIN
USW00013904,20160210,TMAX,228,AUSTIN
USW00013904,20160210,TMIN,-5,AUSTIN
USW00013904,20160210,PRCP,0,AUSTIN
USW00013904,20160210,SNOW,0,AUSTIN
USW00013904,20160210,SNWD,0,AUSTIN
USW00013904,20160210,AWND,26,AUSTIN
USW00013904,20160210,TAVG,104,AUSTIN
USW00013904,20160210,WDF2,190,AUSTIN
USW00013904,20160210,WDF5,190,AUSTIN
USW00013904,20160210,WSF2,67,AUSTIN
USW00013904,20160210,WSF5,94,AUSTIN
USW00013904,20160211,TMAX,267,AUSTIN
USW00013904,20160211,TMIN,11,AUSTIN
USW00013904,20160211,PRCP,0,AUSTIN
USW00013904,20160211,SNOW,0,AUSTIN
USW00013904,20160211,SNWD,0,AUSTIN
USW00013904,20160211,AWND,37,AUSTIN
USW00013904,20160211,TAVG,164,AUSTIN
USW00013904,20160211,WDF2,190,AUSTIN
USW00013904,20160211,WDF5,190,AUSTIN
USW00013904,20160211,WSF2,98,AUSTIN
USW00013904,20160211,WSF5,121,AUSTIN
USW00013904,20160212,TMAX,261,AUSTIN
USW00013904,20160212,TMIN,22,AUSTIN
USW00013904,20160212,PRCP,0,AUSTIN
USW00013904,20160212,SNOW,0,AUSTIN
USW00013904,20160212,SNWD,0,AUSTIN
USW00013904,20160212,AWND,26,AUSTIN
USW00013904,20160212,TAVG,147,AUSTIN
USW00013904,20160212,WDF2,360,AUSTIN
USW00013904,20160212,WDF5,20,AUSTIN
USW00013904,20160212,WSF2,67,AUSTIN
USW00013904,20160212,WSF5,81,AUSTIN
USW00013904,20160212,WT01,1,AUSTIN
USW00013904,20160213,TMAX,233,AUSTIN
USW00013904,20160213,TMIN,67,AUSTIN
USW00013904,20160213,PRCP,0,AUSTIN
USW00013904,20160213,SNOW,0,AUSTIN
USW00013904,20160213,SNWD,0,AUSTIN
USW00013904,20160213,AWND,43,AUSTIN
USW00013904,20160213,TAVG,148,AUSTIN
USW00013904,20160213,WDF2,160,AUSTIN
USW00013904,20160213,WDF5,180,AUSTIN
USW00013904,20160213,WSF2,81,AUSTIN
USW00013904,20160213,WSF5,112,AUSTIN
USW00013904,20160214,TMAX,244,AUSTIN
USW00013904,20160214,TMIN,111,AUSTIN
USW00013904,20160214,PRCP,0,AUSTIN
USW00013904,20160214,SNOW,0,AUSTIN
USW00013904,20160214,SNWD,0,AUSTIN
USW00013904,20160214,AWND,46,AUSTIN
USW00013904,20160214,TAVG,170,AUSTIN
USW00013904,20160214,WDF2,200,AUSTIN
USW00013904,20160214,WDF5,190,AUSTIN
USW00013904,20160214,WSF2,103,AUSTIN
USW00013904,20160214,WSF5,134,AUSTIN
USW00013904,20160215,TMAX,239,AUSTIN
USW00013904,20160215,TMIN,67,AUSTIN
USW00013904,20160215,PRCP,0,AUSTIN
USW00013904,20160215,SNOW,0,AUSTIN
USW00013904,20160215,SNWD,0,AUSTIN
USW00013904,20160215,AWND,34,AUSTIN
USW00013904,20160215,TAVG,176,AUSTIN
USW00013904,20160215,WDF2,20,AUSTIN
USW00013904,20160215,WDF5,20,AUSTIN
USW00013904,20160215,WSF2,103,AUSTIN
USW00013904,20160215,WSF5,139,AUSTIN
USW00013904,20160215,WT01,1,AUSTIN
USW00013904,20160216,TMAX,278,AUSTIN
USW00013904,20160216,TMIN,28,AUSTIN
USW00013904,20160216,PRCP,0,AUSTIN
USW00013904,20160216,SNOW,0,AUSTIN
USW00013904,20160216,SNWD,0,AUSTIN
USW00013904,20160216,AWND,35,AUSTIN
USW00013904,20160216,TAVG,145,AUSTIN
USW00013904,20160216,WDF2,200,AUSTIN
USW00013904,20160216,WDF5,190,AUSTIN
USW00013904,20160216,WSF2,81,AUSTIN
USW00013904,20160216,WSF5,103,AUSTIN
USW00013904,20160217,TMAX,239,AUSTIN
USW00013904,20160217,TMIN,28,AUSTIN
USW00013904,20160217,PRCP,0,AUSTIN
USW00013904,20160217,SNOW,0,AUSTIN
USW00013904,20160217,SNWD,0,AUSTIN
USW00013904,20160217,AWND,31,AUSTIN
USW00013904,20160217,TAVG,146,AUSTIN
USW00013904,20160217,WDF2,180,AUSTIN
USW00013904,20160217,WDF5,170,AUSTIN
USW00013904,20160217,WSF2,63,AUSTIN
USW00013904,20160217,WSF5,81,AUSTIN
USW00013904,20160218,TMAX,267,AUSTIN
USW00013904,20160218,TMIN,83,AUSTIN
USW00013904,20160218,PRCP,0,AUSTIN
USW00013904,20160218,SNOW,0,AUSTIN
USW00013904,20160218,SNWD,0,AUSTIN
USW00013904,20160218,AWND,57,AUSTIN
USW00013904,20160218,TAVG,164,AUSTIN
USW00013904,20160218,WDF2,150,AUSTIN
USW00013904,20160218,WDF5,170,AUSTIN
USW00013904,20160218,WSF2,103,AUSTIN
USW00013904,20160218,WSF5,134,AUSTIN
USW00013904,20160218,WT01,1,AUSTIN
USW00013904,20160218,WT08,1,AUSTIN
USW00013904,20160219,TMAX,272,AUSTIN
USW00013904,20160219,TMIN,178,AUSTIN
USW00013904,20160219,PRCP,0,AUSTIN
USW00013904,20160219,SNOW,0,AUSTIN
USW00013904,20160219,SNWD,0,AUSTIN
USW00013904,20160219,AWND,64,AUSTIN
USW00013904,20160219,TAVG,206,AUSTIN
USW00013904,20160219,WDF2,180,AUSTIN
USW00013904,20160219,WDF5,170,AUSTIN
USW00013904,20160219,WSF2,130,AUSTIN
USW00013904,20160219,WSF5,165,AUSTIN
USW00013904,20160220,TMAX,250,AUSTIN
USW00013904,20160220,TMIN,189,AUSTIN
USW00013904,20160220,PRCP,0,AUSTIN
USW00013904,20160220,SNOW,0,AUSTIN
USW00013904,20160220,SNWD,0,AUSTIN
USW00013904,20160220,AWND,51,AUSTIN
USW00013904,20160220,TAVG,208,AUSTIN
USW00013904,20160220,WDF2,150,AUSTIN
USW00013904,20160220,WDF5,150,AUSTIN
USW00013904,20160220,WSF2,89,AUSTIN
