país Name,"país Code","serie Name","serie Code","1960 [YR1960]","2017 [YR2017]"
Belice,"BLZ","Población, hombres","SP.POP.TOTL.MA.IN","45461","186547"
Belice,"BLZ","Población, mujeres","SP.POP.TOTL.FE.IN","46603","188134"
Belice,"BLZ","Población, total","SP.POP.TOTL","92064","374681"
Bolivia,"BOL","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","43.47","72.058"
Bolivia,"BOL","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","42.138","69.473"
Bolivia,"BOL","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","40.831","67.001"
Bolivia,"BOL","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","373879363.595386","37508642112.8799"
Bolivia,"BOL","Población, hombres","SP.POP.TOTL.MA.IN","1829638","5532694"
Bolivia,"BOL","Población, mujeres","SP.POP.TOTL.FE.IN","1863811","5518906"
Bolivia,"BOL","Población, total","SP.POP.TOTL","3693449","11051600"
Brasil,"BRA","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","56.081","79.336"
Brasil,"BRA","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","54.241","75.723"
Brasil,"BRA","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","52.434","72.112"
Brasil,"BRA","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","15165569912.5199","2053594877013.22"
Brasil,"BRA","Población, hombres","SP.POP.TOTL.MA.IN","35952077","102855016"
Brasil,"BRA","Población, mujeres","SP.POP.TOTL.FE.IN","36255477","106433262"
Brasil,"BRA","Población, total","SP.POP.TOTL","72207554","209288278"
Chile,"CHL","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","60.056","82.093"
Chile,"CHL","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","57.285","79.732"
Chile,"CHL","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","54.604","77.179"
Chile,"CHL","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","4110000000","277075944401.941"
Chile,"CHL","Población, hombres","SP.POP.TOTL.MA.IN","3797232","8943758"
Chile,"CHL","Población, mujeres","SP.POP.TOTL.FE.IN","3919393","9110968"
Chile,"CHL","Población, total","SP.POP.TOTL","7716625","18054726"
Colombia,"COL","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","58.47","78.169"
Colombia,"COL","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","56.752","74.562"
Colombia,"COL","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","55.047","71.038"
Colombia,"COL","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","4031152976.63904","314457601859.523"
Colombia,"COL","Población, hombres","SP.POP.TOTL.MA.IN","8186342","24140123"
Colombia,"COL","Población, mujeres","SP.POP.TOTL.FE.IN","8294041","24925492"
Colombia,"COL","Población, total","SP.POP.TOTL","16480383","49065615"
Costa Rica,"CRI","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","61.996","82.439"
Costa Rica,"CRI","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","60.556","80.03"
Costa Rica,"CRI","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","59.224","77.682"
Costa Rica,"CRI","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","507513829.994855","57285984447.7113"
Costa Rica,"CRI","Población, hombres","SP.POP.TOTL.MA.IN","677930","2453563"
Costa Rica,"CRI","Población, mujeres","SP.POP.TOTL.FE.IN","655110","2452206"
Costa Rica,"CRI","Población, total","SP.POP.TOTL","1333040","4905769"
Cuba,"CUB","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","65.62","81.934"
Cuba,"CUB","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","63.834","79.921"
Cuba,"CUB","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","62.271","77.953"
Cuba,"CUB","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","NA","96851000000"
Cuba,"CUB","Población, hombres","SP.POP.TOTL.MA.IN","3648369","5744765"
Cuba,"CUB","Población, mujeres","SP.POP.TOTL.FE.IN","3492766","5739871"
Cuba,"CUB","Población, total","SP.POP.TOTL","7141135","11484636"
Curacao,"CUW","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","NA","81.5"
Curacao,"CUW","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","NA","78.0170731707317"
Curacao,"CUW","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","NA","74.7"
Curacao,"CUW","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","NA","NA"
Curacao,"CUW","Población, hombres","SP.POP.TOTL.MA.IN","62564","73395"
Curacao,"CUW","Población, mujeres","SP.POP.TOTL.FE.IN","62262","86780"
Curacao,"CUW","Población, total","SP.POP.TOTL","124826","160175"
Dominica,"DMA","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","NA","NA"
Dominica,"DMA","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","NA","NA"
Dominica,"DMA","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","NA","NA"
Dominica,"DMA","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","NA","496727000"
Dominica,"DMA","Población, hombres","SP.POP.TOTL.MA.IN","NA","NA"
Dominica,"DMA","Población, mujeres","SP.POP.TOTL.FE.IN","NA","NA"
Dominica,"DMA","Población, total","SP.POP.TOTL","60011","73925"
Ecuador,"ECU","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","54.538","79.322"
Ecuador,"ECU","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","53.236","76.551"
Ecuador,"ECU","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","51.955","73.869"
Ecuador,"ECU","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","2069465326.41882","104295862000"
Ecuador,"ECU","Población, hombres","SP.POP.TOTL.MA.IN","2272496","8308821"
Ecuador,"ECU","Población, mujeres","SP.POP.TOTL.FE.IN","2273054","8316037"
Ecuador,"ECU","Población, total","SP.POP.TOTL","4545550","16624858"
El Salvador,"SLV","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","52.303","78.126"
El Salvador,"SLV","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","49.969","73.75"
El Salvador,"SLV","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","47.705","69.051"
El Salvador,"SLV","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","NA","24805439600"
El Salvador,"SLV","Población, hombres","SP.POP.TOTL.MA.IN","1361749","2995117"
El Salvador,"SLV","Población, mujeres","SP.POP.TOTL.FE.IN","1401150","3382736"
El Salvador,"SLV","Población, total","SP.POP.TOTL","2762899","6377853"
Granada,"GRD","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","61.709","76.28"
Granada,"GRD","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","60.068","73.78"
Granada,"GRD","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","58.013","71.35"
Granada,"GRD","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","NA","1126882296.2963"
Granada,"GRD","Población, hombres","SP.POP.TOTL.MA.IN","41696","54148"
Granada,"GRD","Población, mujeres","SP.POP.TOTL.FE.IN","48173","53677"
Granada,"GRD","Población, total","SP.POP.TOTL","89869","107825"
Guatemala,"GTM","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","47.354","76.83"
Guatemala,"GTM","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","46.702","73.654"
Guatemala,"GTM","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","46.08","70.418"
Guatemala,"GTM","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","1043599900","75620095537.5005"
Guatemala,"GTM","Población, hombres","SP.POP.TOTL.MA.IN","2131919","8324325"
Guatemala,"GTM","Población, mujeres","SP.POP.TOTL.FE.IN","2078828","8589178"
Guatemala,"GTM","Población, total","SP.POP.TOTL","4210747","16913503"
Guyana,"GUY","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","62.936","69.178"
Guyana,"GUY","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","60.26","66.766"
Guyana,"GUY","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","57.748","64.489"
Guyana,"GUY","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","170215248.206265","3621046004.84262"
Guyana,"GUY","Población, hombres","SP.POP.TOTL.MA.IN","286457","392677"
Guyana,"GUY","Población, mujeres","SP.POP.TOTL.FE.IN","285362","385182"
Guyana,"GUY","Población, total","SP.POP.TOTL","571819","777859"
Haití,"HTI","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","43.461","65.791"
Haití,"HTI","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","42.113","63.589"
Haití,"HTI","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","40.804","61.407"
Haití,"HTI","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","273187200","8408150517.97684"
Haití,"HTI","Población, hombres","SP.POP.TOTL.MA.IN","1897440","5430018"
Haití,"HTI","Población, mujeres","SP.POP.TOTL.FE.IN","1968719","5551211"
Haití,"HTI","Población, total","SP.POP.TOTL","3866159","10981229"
Honduras,"HND","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","48.039","76.341"
Honduras,"HND","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","46.274","73.774"
Honduras,"HND","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","44.621","71.223"
Honduras,"HND","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","335650000","22978532896.7816"
Honduras,"HND","Población, hombres","SP.POP.TOTL.MA.IN","1022664","4619584"
Honduras,"HND","Población, mujeres","SP.POP.TOTL.FE.IN","1015973","4645483"
Honduras,"HND","Población, total","SP.POP.TOTL","2038637","9265067"
Isla de San Martín (parte francesa),"MAF","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","NA","83"
Isla de San Martín (parte francesa),"MAF","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","NA","79.7219512195122"
Isla de San Martín (parte francesa),"MAF","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","NA","76.6"
Isla de San Martín (parte francesa),"MAF","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","NA","NA"
Isla de San Martín (parte francesa),"MAF","Población, hombres","SP.POP.TOTL.MA.IN","NA","NA"
Isla de San Martín (parte francesa),"MAF","Población, mujeres","SP.POP.TOTL.FE.IN","NA","NA"
Isla de San Martín (parte francesa),"MAF","Población, total","SP.POP.TOTL","4279","32125"
Islas Caimán,"CYM","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","NA","NA"
Islas Caimán,"CYM","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","NA","NA"
Islas Caimán,"CYM","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","NA","NA"
Islas Caimán,"CYM","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","NA","NA"
Islas Caimán,"CYM","Población, hombres","SP.POP.TOTL.MA.IN","NA","NA"
Islas Caimán,"CYM","Población, mujeres","SP.POP.TOTL.FE.IN","NA","NA"
Islas Caimán,"CYM","Población, total","SP.POP.TOTL","7865","61559"
Islas Turcas y Caicos,"TCA","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","NA","NA"
Islas Turcas y Caicos,"TCA","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","NA","NA"
Islas Turcas y Caicos,"TCA","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","NA","NA"
Islas Turcas y Caicos,"TCA","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","NA","NA"
Islas Turcas y Caicos,"TCA","Población, hombres","SP.POP.TOTL.MA.IN","NA","NA"
Islas Turcas y Caicos,"TCA","Población, mujeres","SP.POP.TOTL.FE.IN","NA","NA"
Islas Turcas y Caicos,"TCA","Población, total","SP.POP.TOTL","5726","35446"
Islas Vírgenes (EE.UU.),"VIR","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","67.827","82.8"
Islas Vírgenes (EE.UU.),"VIR","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","66.2248536585366","79.419512195122"
Islas Vírgenes (EE.UU.),"VIR","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","64.699","76.2"
Islas Vírgenes (EE.UU.),"VIR","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","24200000","NA"
Islas Vírgenes (EE.UU.),"VIR","Población, hombres","SP.POP.TOTL.MA.IN","16112","51131"
Islas Vírgenes (EE.UU.),"VIR","Población, mujeres","SP.POP.TOTL.FE.IN","16388","56137"
Islas Vírgenes (EE.UU.),"VIR","Población, total","SP.POP.TOTL","32500","107268"
Islas Vírgenes Británicas,"VGB","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","NA","NA"
Islas Vírgenes Británicas,"VGB","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","NA","NA"
Islas Vírgenes Británicas,"VGB","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","NA","NA"
Islas Vírgenes Británicas,"VGB","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","NA","NA"
Islas Vírgenes Británicas,"VGB","Población, hombres","SP.POP.TOTL.MA.IN","NA","NA"
Islas Vírgenes Británicas,"VGB","Población, mujeres","SP.POP.TOTL.FE.IN","NA","NA"
Islas Vírgenes Británicas,"VGB","Población, total","SP.POP.TOTL","8033","31196"
Jamaica,"JAM","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","65.985","78.517"
Jamaica,"JAM","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","64.387","76.097"
Jamaica,"JAM","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","62.711","73.738"
Jamaica,"JAM","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","699050678.98642","14781107821.7513"
Jamaica,"JAM","Población, hombres","SP.POP.TOTL.MA.IN","783752","1438148"
Jamaica,"JAM","Población, mujeres","SP.POP.TOTL.FE.IN","844500","1452151"
Jamaica,"JAM","Población, total","SP.POP.TOTL","1628252","2890299"
México,"MEX","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","59.139","79.71"
México,"MEX","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","57.082","77.305"
México,"MEX","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","55.091","74.917"
México,"MEX","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","13040000000","1150887823404.18"
México,"MEX","Población, hombres","SP.POP.TOTL.MA.IN","19017553","64311945"
México,"MEX","Población, mujeres","SP.POP.TOTL.FE.IN","19156559","64851331"
México,"MEX","Población, total","SP.POP.TOTL","38174112","129163276"
Nicaragua,"NIC","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","48.35","78.628"
Nicaragua,"NIC","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","47.03","75.653"
Nicaragua,"NIC","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","45.712","72.603"
Nicaragua,"NIC","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","223854666.666667","13814261535.5434"
Nicaragua,"NIC","Población, hombres","SP.POP.TOTL.MA.IN","885731","3065366"
Nicaragua,"NIC","Población, mujeres","SP.POP.TOTL.FE.IN","888968","3152215"
Nicaragua,"NIC","Población, total","SP.POP.TOTL","1774699","6217581"
Panamá,"PAN","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","61.944","81.251"
Panamá,"PAN","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","60.862","78.195"
Panamá,"PAN","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","59.87","75.29"
Panamá,"PAN","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","537147100","62283756584.4322"
Panamá,"PAN","Población, hombres","SP.POP.TOTL.MA.IN","578236","2053741"
Panamá,"PAN","Población, mujeres","SP.POP.TOTL.FE.IN","554685","2044846"
Panamá,"PAN","Población, total","SP.POP.TOTL","1132921","4098587"
Paraguay,"PRY","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","65.822","75.482"
Paraguay,"PRY","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","63.879","73.211"
Paraguay,"PRY","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","61.862","71.091"
Paraguay,"PRY","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","NA","39667400816.2126"
Paraguay,"PRY","Población, hombres","SP.POP.TOTL.MA.IN","936902","3454926"
Paraguay,"PRY","Población, mujeres","SP.POP.TOTL.FE.IN","965973","3356371"
Paraguay,"PRY","Población, total","SP.POP.TOTL","1902875","6811297"
Perú,"PER","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","48.99","77.893"
Perú,"PER","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","47.694","75.22"
Perú,"PER","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","46.455","72.603"
Perú,"PER","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","2571908062.07692","211389272242.157"
Perú,"PER","Población, hombres","SP.POP.TOTL.MA.IN","5056794","16065106"
Perú,"PER","Población, mujeres","SP.POP.TOTL.FE.IN","5004721","16100379"
Perú,"PER","Población, total","SP.POP.TOTL","10061515","32165485"
Puerto Rico,"PRI","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","71.487","83.853"
Puerto Rico,"PRI","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","68.7196097560976","79.9736341463415"
Puerto Rico,"PRI","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","66.084","76.279"
Puerto Rico,"PRI","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","1691900000","NA"
Puerto Rico,"PRI","Población, hombres","SP.POP.TOTL.MA.IN","1165549","1598292"
Puerto Rico,"PRI","Población, mujeres","SP.POP.TOTL.FE.IN","1192451","1726709"
Puerto Rico,"PRI","Población, total","SP.POP.TOTL","2358000","3325001"
República Dominicana,"DOM","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","53.367","77.3"
República Dominicana,"DOM","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","51.787","74.048"
República Dominicana,"DOM","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","50.396","70.999"
República Dominicana,"DOM","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","672399700","75931656814.657"
República Dominicana,"DOM","Población, hombres","SP.POP.TOTL.MA.IN","1667830","5361337"
República Dominicana,"DOM","Población, mujeres","SP.POP.TOTL.FE.IN","1626212","5405661"
República Dominicana,"DOM","Población, total","SP.POP.TOTL","3294042","10766998"
Saint Kitts y Nevis,"KNA","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","NA","NA"
Saint Kitts y Nevis,"KNA","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","NA","NA"
Saint Kitts y Nevis,"KNA","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","NA","NA"
Saint Kitts y Nevis,"KNA","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","12366563.6119699","992007403.125926"
Saint Kitts y Nevis,"KNA","Población, hombres","SP.POP.TOTL.MA.IN","NA","NA"
Saint Kitts y Nevis,"KNA","Población, mujeres","SP.POP.TOTL.FE.IN","NA","NA"
Saint Kitts y Nevis,"KNA","Población, total","SP.POP.TOTL","51195","55345"
San Vicente y las Granadinas,"VCT","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","59.724","75.551"
San Vicente y las Granadinas,"VCT","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","58.03","73.294"
San Vicente y las Granadinas,"VCT","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","55.813","71.158"
San Vicente y las Granadinas,"VCT","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","13066557.7786852","785222509.144563"
San Vicente y las Granadinas,"VCT","Población, hombres","SP.POP.TOTL.MA.IN","37950","55417"
San Vicente y las Granadinas,"VCT","Población, mujeres","SP.POP.TOTL.FE.IN","42999","54480"
San Vicente y las Granadinas,"VCT","Población, total","SP.POP.TOTL","80949","109897"
Santa Lucía,"LCA","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","61.031","78.428"
Santa Lucía,"LCA","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","57.329","75.696"
Santa Lucía,"LCA","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","53.754","73.041"
Santa Lucía,"LCA","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","NA","1737504296.2963"
Santa Lucía,"LCA","Población, hombres","SP.POP.TOTL.MA.IN","43203","87551"
Santa Lucía,"LCA","Población, mujeres","SP.POP.TOTL.FE.IN","46694","91293"
Santa Lucía,"LCA","Población, total","SP.POP.TOTL","89897","178844"
Sint Maarten (Dutch part),"SXM","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","NA","NA"
Sint Maarten (Dutch part),"SXM","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","NA","NA"
Sint Maarten (Dutch part),"SXM","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","NA","NA"
Sint Maarten (Dutch part),"SXM","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","NA","NA"
Sint Maarten (Dutch part),"SXM","Población, hombres","SP.POP.TOTL.MA.IN","NA","NA"
Sint Maarten (Dutch part),"SXM","Población, mujeres","SP.POP.TOTL.FE.IN","NA","NA"
Sint Maarten (Dutch part),"SXM","Población, total","SP.POP.TOTL","NA","41109"
Suriname,"SUR","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","61.544","74.856"
Suriname,"SUR","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","59.66","71.523"
Suriname,"SUR","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","57.905","68.357"
Suriname,"SUR","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","99650000","2995827900.91265"
Suriname,"SUR","Población, hombres","SP.POP.TOTL.MA.IN","144993","282738"
Suriname,"SUR","Población, mujeres","SP.POP.TOTL.FE.IN","144973","280664"
Suriname,"SUR","Población, total","SP.POP.TOTL","289966","563402"
Trinidad y Tobago,"TTO","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","64.313","74.447"
Trinidad y Tobago,"TTO","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","62.625","70.783"
Trinidad y Tobago,"TTO","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","61.081","67.356"
Trinidad y Tobago,"TTO","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","535670127.748935","22079017626.6686"
Trinidad y Tobago,"TTO","Población, hombres","SP.POP.TOTL.MA.IN","425771","674470"
Trinidad y Tobago,"TTO","Población, mujeres","SP.POP.TOTL.FE.IN","422708","694655"
