país Name,"país Code","serie Name","serie Code","1960 [YR1960]","2017 [YR2017]"
Gibraltar,"GIB","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","NA","NA"
Gibraltar,"GIB","Población, hombres","SP.POP.TOTL.MA.IN","NA","NA"
Gibraltar,"GIB","Población, mujeres","SP.POP.TOTL.FE.IN","NA","NA"
Gibraltar,"GIB","Población, total","SP.POP.TOTL","23394","34571"
Grecia,"GRC","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","70.541","84"
Grecia,"GRC","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","68.1639024390244","81.3878048780488"
Grecia,"GRC","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","65.9","78.9"
Grecia,"GRC","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","4446528164.67559","203085551429.132"
Grecia,"GRC","Población, hombres","SP.POP.TOTL.MA.IN","4084091","5292904"
Grecia,"GRC","Población, mujeres","SP.POP.TOTL.FE.IN","4247634","5460627"
Grecia,"GRC","Población, total","SP.POP.TOTL","8331725","10753531"
Groenlandia,"GRL","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","NA","NA"
Groenlandia,"GRL","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","NA","NA"
Groenlandia,"GRL","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","NA","NA"
Groenlandia,"GRL","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","NA","NA"
Groenlandia,"GRL","Población, hombres","SP.POP.TOTL.MA.IN","NA","NA"
Groenlandia,"GRL","Población, mujeres","SP.POP.TOTL.FE.IN","NA","NA"
Groenlandia,"GRL","Población, total","SP.POP.TOTL","32500","56171"
Hungría,"HUN","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","70.18","79.7"
Hungría,"HUN","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","68.0031707317073","76.0634146341464"
Hungría,"HUN","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","65.93","72.6"
Hungría,"HUN","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","NA","139761138102.757"
Hungría,"HUN","Población, hombres","SP.POP.TOTL.MA.IN","4814002","4656111"
Hungría,"HUN","Población, mujeres","SP.POP.TOTL.FE.IN","5169965","5131855"
Hungría,"HUN","Población, total","SP.POP.TOTL","9983967","9787966"
Irlanda,"IRL","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","71.707","83.8"
Irlanda,"IRL","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","69.796512195122","81.9560975609756"
Irlanda,"IRL","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","67.977","80.2"
Irlanda,"IRL","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","1939329775.43739","331430014003.047"
Irlanda,"IRL","Población, hombres","SP.POP.TOTL.MA.IN","1422769","2386201"
Irlanda,"IRL","Población, mujeres","SP.POP.TOTL.FE.IN","1405831","2425120"
Irlanda,"IRL","Población, total","SP.POP.TOTL","2828600","4811321"
Isla de Man,"IMN","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","NA","NA"
Isla de Man,"IMN","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","NA","NA"
Isla de Man,"IMN","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","NA","NA"
Isla de Man,"IMN","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","NA","NA"
Isla de Man,"IMN","Población, hombres","SP.POP.TOTL.MA.IN","NA","NA"
Isla de Man,"IMN","Población, mujeres","SP.POP.TOTL.FE.IN","NA","NA"
Isla de Man,"IMN","Población, total","SP.POP.TOTL","48442","84287"
Islandia,"ISL","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","75.81","84.1"
Islandia,"ISL","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","73.4231707317073","82.2048780487805"
Islandia,"ISL","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","71.15","80.4"
Islandia,"ISL","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","248434096.968726","24488467010.4793"
Islandia,"ISL","Población, hombres","SP.POP.TOTL.MA.IN","88712","172300"
Islandia,"ISL","Población, mujeres","SP.POP.TOTL.FE.IN","86862","171100"
Islandia,"ISL","Población, total","SP.POP.TOTL","175574","343400"
Islas del Canal,"CHI","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","73.61","82.943"
Islas del Canal,"CHI","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","70.739","81.255"
Islas del Canal,"CHI","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","67.811","79.507"
Islas del Canal,"CHI","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","NA","NA"
Islas del Canal,"CHI","Población, hombres","SP.POP.TOTL.MA.IN","52960","81995"
Islas del Canal,"CHI","Población, mujeres","SP.POP.TOTL.FE.IN","56460","83319"
Islas del Canal,"CHI","Población, total","SP.POP.TOTL","109420","165314"
Islas Feroe,"FRO","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","NA","84.5"
Islas Feroe,"FRO","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","NA","82.4"
Islas Feroe,"FRO","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","NA","80.4"
Islas Feroe,"FRO","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","NA","NA"
Islas Feroe,"FRO","Población, hombres","SP.POP.TOTL.MA.IN","NA","NA"
Islas Feroe,"FRO","Población, mujeres","SP.POP.TOTL.FE.IN","NA","NA"
Islas Feroe,"FRO","Población, total","SP.POP.TOTL","34661","49290"
Italia,"ITA","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","71.69","85.6"
Italia,"ITA","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","69.1239024390244","83.2439024390244"
Italia,"ITA","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","66.68","81"
Italia,"ITA","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","40385288344.1911","1943835376341.56"
Italia,"ITA","Población, hombres","SP.POP.TOTL.MA.IN","24417976","29502656"
Italia,"ITA","Población, mujeres","SP.POP.TOTL.FE.IN","25781724","31034053"
Italia,"ITA","Población, total","SP.POP.TOTL","50199700","60536709"
Kazajstán,"KAZ","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","63.761","76.92"
Kazajstán,"KAZ","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","58.3675853658537","72.95"
Kazajstán,"KAZ","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","53.231","68.72"
Kazajstán,"KAZ","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","NA","162886867831.694"
Kazajstán,"KAZ","Población, hombres","SP.POP.TOTL.MA.IN","4677205","8736197"
Kazajstán,"KAZ","Población, mujeres","SP.POP.TOTL.FE.IN","5037055","9301579"
Kazajstán,"KAZ","Población, total","SP.POP.TOTL","9714260","18037776"
Kirguistán,"KGZ","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","60.451","75.4"
Kirguistán,"KGZ","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","56.1280731707317","71.2"
Kirguistán,"KGZ","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","52.011","67.2"
Kirguistán,"KGZ","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","NA","7564738836.04122"
Kirguistán,"KGZ","Población, hombres","SP.POP.TOTL.MA.IN","1032105","3073422"
Kirguistán,"KGZ","Población, mujeres","SP.POP.TOTL.FE.IN","1140195","3124778"
Kirguistán,"KGZ","Población, total","SP.POP.TOTL","2172300","6198200"
Kosovo,"XKX","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","NA","74.2"
Kosovo,"XKX","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","NA","71.9463414634146"
Kosovo,"XKX","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","NA","69.8"
Kosovo,"XKX","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","NA","7244888738.28081"
Kosovo,"XKX","Población, hombres","SP.POP.TOTL.MA.IN","NA","NA"
Kosovo,"XKX","Población, mujeres","SP.POP.TOTL.FE.IN","NA","NA"
Kosovo,"XKX","Población, total","SP.POP.TOTL","947000","1830700"
Letonia,"LVA","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","73.49","79.7"
Letonia,"LVA","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","69.7868292682927","74.6804878048781"
Letonia,"LVA","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","66.26","69.9"
Letonia,"LVA","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","NA","30463302413.7289"
Letonia,"LVA","Población, hombres","SP.POP.TOTL.MA.IN","936052","892008"
Letonia,"LVA","Población, mujeres","SP.POP.TOTL.FE.IN","1184927","1050240"
Letonia,"LVA","Población, total","SP.POP.TOTL","2120979","1942248"
Liechtenstein,"LIE","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","NA","84"
Liechtenstein,"LIE","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","NA","82.2585365853659"
Liechtenstein,"LIE","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","NA","80.6"
Liechtenstein,"LIE","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","NA","NA"
Liechtenstein,"LIE","Población, hombres","SP.POP.TOTL.MA.IN","NA","NA"
Liechtenstein,"LIE","Población, mujeres","SP.POP.TOTL.FE.IN","NA","NA"
Liechtenstein,"LIE","Población, total","SP.POP.TOTL","16495","37922"
Lituania,"LTU","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","72.9","80.1"
Lituania,"LTU","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","69.8473170731707","74.6707317073171"
Lituania,"LTU","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","66.94","69.5"
Lituania,"LTU","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","NA","47544459558.9514"
Lituania,"LTU","Población, hombres","SP.POP.TOTL.MA.IN","1280906","1303100"
Lituania,"LTU","Población, mujeres","SP.POP.TOTL.FE.IN","1497644","1525303"
Lituania,"LTU","Población, total","SP.POP.TOTL","2778550","2828403"
Luxemburgo,"LUX","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","71.685","85.4"
Luxemburgo,"LUX","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","68.4463902439024","82.6853658536585"
Luxemburgo,"LUX","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","65.362","80.1"
Luxemburgo,"LUX","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","703925705.942958","62316359824.1281"
Luxemburgo,"LUX","Población, hombres","SP.POP.TOTL.MA.IN","155067","299699"
Luxemburgo,"LUX","Población, mujeres","SP.POP.TOTL.FE.IN","158903","296637"
Luxemburgo,"LUX","Población, total","SP.POP.TOTL","313970","596336"
Macedonia del Norte,"MKD","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","61.072","77.906"
Macedonia del Norte,"MKD","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","60.633","75.851"
Macedonia del Norte,"MKD","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","60.195","73.85"
Macedonia del Norte,"MKD","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","NA","11279509013.9119"
Macedonia del Norte,"MKD","Población, hombres","SP.POP.TOTL.MA.IN","753383","1041429"
Macedonia del Norte,"MKD","Población, mujeres","SP.POP.TOTL.FE.IN","735284","1041731"
Macedonia del Norte,"MKD","Población, total","SP.POP.TOTL","1488667","2083160"
Mónaco,"MCO","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","NA","NA"
Mónaco,"MCO","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","NA","NA"
Mónaco,"MCO","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","NA","NA"
Mónaco,"MCO","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","NA","NA"
Mónaco,"MCO","Población, hombres","SP.POP.TOTL.MA.IN","NA","NA"
Mónaco,"MCO","Población, mujeres","SP.POP.TOTL.FE.IN","NA","NA"
Mónaco,"MCO","Población, total","SP.POP.TOTL","22452","38695"
Montenegro,"MNE","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","64.961","79.623"
Montenegro,"MNE","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","63.82","77.271"
Montenegro,"MNE","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","62.51","74.889"
Montenegro,"MNE","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","NA","4844592066.71174"
Montenegro,"MNE","Población, hombres","SP.POP.TOTL.MA.IN","233976","307060"
Montenegro,"MNE","Población, mujeres","SP.POP.TOTL.FE.IN","246603","315313"
Montenegro,"MNE","Población, total","SP.POP.TOTL","480579","622373"
Noruega,"NOR","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","75.87","84.2"
