país Name,"país Code","serie Name","serie Code","1960 [YR1960]","2017 [YR2017]"
Angola,"AGO","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","33.251","61.809"
Angola,"AGO","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","31.787","58.972"
Angola,"AGO","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","NA","122123822333.73"
Angola,"AGO","Población, hombres","SP.POP.TOTL.MA.IN","2742585","14605264"
Angola,"AGO","Población, mujeres","SP.POP.TOTL.FE.IN","2900597","15178929"
Angola,"AGO","Población, total","SP.POP.TOTL","5643182","29784193"
Antigua y Barbuda,"ATG","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","64.167","78.883"
Antigua y Barbuda,"ATG","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","62.115","76.519"
Antigua y Barbuda,"ATG","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","59.512","73.996"
Antigua y Barbuda,"ATG","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","NA","1510084750.74074"
Antigua y Barbuda,"ATG","Población, hombres","SP.POP.TOTL.MA.IN","26066","48966"
Antigua y Barbuda,"ATG","Población, mujeres","SP.POP.TOTL.FE.IN","29273","53046"
Antigua y Barbuda,"ATG","Población, total","SP.POP.TOTL","55339","102012"
Arabia Saudita,"SAU","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","47.755","76.489"
Arabia Saudita,"SAU","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","45.638","74.72"
Arabia Saudita,"SAU","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","43.677","73.424"
Arabia Saudita,"SAU","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","NA","686738400000"
Arabia Saudita,"SAU","Población, hombres","SP.POP.TOTL.MA.IN","2052198","18797916"
Arabia Saudita,"SAU","Población, mujeres","SP.POP.TOTL.FE.IN","2034341","14140297"
Arabia Saudita,"SAU","Población, total","SP.POP.TOTL","4086539","32938213"
Argelia,"DZA","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","46.865","77.561"
Argelia,"DZA","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","46.138","76.293"
Argelia,"DZA","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","45.44","75.077"
Argelia,"DZA","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","2723648551.75208","167555280113.181"
Argelia,"DZA","Población, hombres","SP.POP.TOTL.MA.IN","5597837","20866388"
Argelia,"DZA","Población, mujeres","SP.POP.TOTL.FE.IN","5527051","20451754"
Argelia,"DZA","Población, total","SP.POP.TOTL","11124888","41318142"
Argentina,"ARG","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","68.154","80.441"
Argentina,"ARG","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","65.022","76.738"
Argentina,"ARG","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","62.417","72.964"
Argentina,"ARG","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","NA","637430331479.469"
Argentina,"ARG","Población, hombres","SP.POP.TOTL.MA.IN","10471009","21667866"
Argentina,"ARG","Población, mujeres","SP.POP.TOTL.FE.IN","10148066","22603175"
Argentina,"ARG","Población, total","SP.POP.TOTL","20619075","44271041"
Armenia,"ARM","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","69.057","77.797"
Armenia,"ARM","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","65.971","74.782"
Armenia,"ARM","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","62.822","71.427"
Armenia,"ARM","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","NA","11536590635.8268"
Armenia,"ARM","Población, hombres","SP.POP.TOTL.MA.IN","903002","1378342"
Armenia,"ARM","Población, mujeres","SP.POP.TOTL.FE.IN","971118","1552108"
Armenia,"ARM","Población, total","SP.POP.TOTL","1874120","2930450"
Aruba,"ABW","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","67.129","78.373"
Aruba,"ABW","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","65.662","76.01"
Aruba,"ABW","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","64.084","73.488"
Aruba,"ABW","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","NA","2700558659.21788"
Aruba,"ABW","Población, hombres","SP.POP.TOTL.MA.IN","26574","49982"
Aruba,"ABW","Población, mujeres","SP.POP.TOTL.FE.IN","27637","55282"
Aruba,"ABW","Población, total","SP.POP.TOTL","54211","105264"
Australia,"AUS","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","74","84.7"
Australia,"AUS","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","70.8170731707317","82.4975609756098"
Australia,"AUS","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","67.7857142857143","80.4"
Australia,"AUS","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","18573188486.9526","1323421072479.07"
Australia,"AUS","Población, hombres","SP.POP.TOTL.MA.IN","5191453","12255965"
Australia,"AUS","Población, mujeres","SP.POP.TOTL.FE.IN","5085024","12345895"
Australia,"AUS","Población, total","SP.POP.TOTL","10276477","24601860"
Austria,"AUT","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","71.92","84.1"
Austria,"AUT","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","68.5856097560976","81.6414634146342"
Austria,"AUT","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","65.41","79.3"
Austria,"AUT","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","6592693841.18495","416835975862.193"
Austria,"AUT","Población, hombres","SP.POP.TOTL.MA.IN","3282797","4313547"
Austria,"AUT","Población, mujeres","SP.POP.TOTL.FE.IN","3764742","4484019"
Austria,"AUT","Población, total","SP.POP.TOTL","7047539","8797566"
Azerbaiyán,"AZE","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","64.168","75.165"
Azerbaiyán,"AZE","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","61.035","72.123"
Azerbaiyán,"AZE","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","57.555","69.077"
Azerbaiyán,"AZE","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","NA","40747792237.9735"
Azerbaiyán,"AZE","Población, hombres","SP.POP.TOTL.MA.IN","1863218","4908478"
Azerbaiyán,"AZE","Población, mujeres","SP.POP.TOTL.FE.IN","2032178","4945555"
Azerbaiyán,"AZE","Población, total","SP.POP.TOTL","3895396","9854033"
Bahamas,"BHS","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","64.764","78.752"
Bahamas,"BHS","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","62.881","75.823"
Bahamas,"BHS","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","60.791","72.742"
Bahamas,"BHS","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","169803921.568627","12162100000"
Bahamas,"BHS","Población, hombres","SP.POP.TOTL.MA.IN","52385","193586"
Bahamas,"BHS","Población, mujeres","SP.POP.TOTL.FE.IN","57143","201775"
Bahamas,"BHS","Población, total","SP.POP.TOTL","109528","395361"
Bahrein,"BHR","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","55.392","78.145"
Bahrein,"BHR","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","51.868","77.038"
Bahrein,"BHR","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","48.95","76.189"
Bahrein,"BHR","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","NA","35432686170.2128"
Bahrein,"BHR","Población, hombres","SP.POP.TOTL.MA.IN","86961","936284"
Bahrein,"BHR","Población, mujeres","SP.POP.TOTL.FE.IN","75466","556300"
Bahrein,"BHR","Población, total","SP.POP.TOTL","162427","1492584"
Bangladesh,"BGD","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","46.152","74.623"
Bangladesh,"BGD","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","45.831","72.808"
Bangladesh,"BGD","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","45.523","71.191"
Bangladesh,"BGD","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","4274893913.49536","249723862487.361"
Bangladesh,"BGD","Población, hombres","SP.POP.TOTL.MA.IN","24911873","83035772"
Bangladesh,"BGD","Población, mujeres","SP.POP.TOTL.FE.IN","23287874","81633979"
Bangladesh,"BGD","Población, total","SP.POP.TOTL","48199747","164669751"
Barbados,"BRB","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","63.025","78.4"
Barbados,"BRB","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","61.002","76.057"
Barbados,"BRB","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","58.56","73.603"
Barbados,"BRB","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","NA","4673500000"
Barbados,"BRB","Población, hombres","SP.POP.TOTL.MA.IN","103461","136794"
Barbados,"BRB","Población, mujeres","SP.POP.TOTL.FE.IN","127478","148925"
Barbados,"BRB","Población, total","SP.POP.TOTL","230939","285719"
Belarús,"BLR","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","70.518","79.2"
Belarús,"BLR","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","67.7080975609756","74.1292682926829"
Belarús,"BLR","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","65.032","69.3"
Belarús,"BLR","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","NA","54456465472.6162"
Belarús,"BLR","Población, hombres","SP.POP.TOTL.MA.IN","3706107","4419899"
Belarús,"BLR","Población, mujeres","SP.POP.TOTL.FE.IN","4491893","5078365"
Belarús,"BLR","Población, total","SP.POP.TOTL","8198000","9498264"
Bélgica,"BEL","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","72.77","84"
Bélgica,"BEL","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","69.7019512195122","81.4390243902439"
Bélgica,"BEL","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","66.78","79"
Bélgica,"BEL","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","11658722590.99","494763551890.776"
Bélgica,"BEL","Población, hombres","SP.POP.TOTL.MA.IN","4503524","5612740"
Bélgica,"BEL","Población, mujeres","SP.POP.TOTL.FE.IN","4649965","5769653"
Bélgica,"BEL","Población, total","SP.POP.TOTL","9153489","11382393"
Belice,"BLZ","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","61.332","73.612"
Belice,"BLZ","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","59.981","70.588"
Belice,"BLZ","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","58.656","67.913"
Belice,"BLZ","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","28071888.5622288","1862614800"
Belice,"BLZ","Población, hombres","SP.POP.TOTL.MA.IN","45461","186547"
Belice,"BLZ","Población, mujeres","SP.POP.TOTL.FE.IN","46603","188134"
Belice,"BLZ","Población, total","SP.POP.TOTL","92064","374681"
Benin,"BEN","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","37.773","62.683"
Benin,"BEN","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","37.271","61.171"
Benin,"BEN","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","36.823","59.629"
Benin,"BEN","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","226195579.35701","9246696923.66155"
Benin,"BEN","Población, hombres","SP.POP.TOTL.MA.IN","1156653","5574556"
Benin,"BEN","Población, mujeres","SP.POP.TOTL.FE.IN","1274969","5601136"
Benin,"BEN","Población, total","SP.POP.TOTL","2431622","11175692"
Bermudas,"BMU","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","NA","85.35"
Bermudas,"BMU","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","NA","81.4419512195122"
Bermudas,"BMU","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","NA","77.72"
Bermudas,"BMU","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","84466654.0801544","NA"
Bermudas,"BMU","Población, hombres","SP.POP.TOTL.MA.IN","NA","NA"
Bermudas,"BMU","Población, mujeres","SP.POP.TOTL.FE.IN","NA","NA"
Bermudas,"BMU","Población, total","SP.POP.TOTL","44400","65441"
Bhután,"BTN","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","35.053","70.876"
Bhután,"BTN","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","34.526","70.565"
Bhután,"BTN","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","34.019","70.258"
Bhután,"BTN","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","NA","2528007911.35353"
Bhután,"BTN","Población, hombres","SP.POP.TOTL.MA.IN","113813","428629"
Bhután,"BTN","Población, mujeres","SP.POP.TOTL.FE.IN","109475","378981"
Bhután,"BTN","Población, total","SP.POP.TOTL","223288","807610"
Bolivia,"BOL","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","43.47","72.058"
Bolivia,"BOL","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","42.138","69.473"
Bolivia,"BOL","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","40.831","67.001"
Bolivia,"BOL","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","373879363.595386","37508642112.8799"
Bolivia,"BOL","Población, hombres","SP.POP.TOTL.MA.IN","1829638","5532694"
Bolivia,"BOL","Población, mujeres","SP.POP.TOTL.FE.IN","1863811","5518906"
Bolivia,"BOL","Población, total","SP.POP.TOTL","3693449","11051600"
Bosnia y Herzegovina,"BIH","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","61.941","79.564"
Bosnia y Herzegovina,"BIH","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","60.353","77.087"
Bosnia y Herzegovina,"BIH","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","58.68","74.551"
Bosnia y Herzegovina,"BIH","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","NA","18054854788.5214"
Bosnia y Herzegovina,"BIH","Población, hombres","SP.POP.TOTL.MA.IN","1582400","1721710"
Bosnia y Herzegovina,"BIH","Población, mujeres","SP.POP.TOTL.FE.IN","1643268","1785307"
Bosnia y Herzegovina,"BIH","Población, total","SP.POP.TOTL","3225668","3507017"
Botswana,"BWA","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","52.428","70.191"
Botswana,"BWA","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","50.661","67.618"
Botswana,"BWA","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","48.757","64.939"
Botswana,"BWA","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","30412308.9864012","17406565823.2986"
Botswana,"BWA","Población, hombres","SP.POP.TOTL.MA.IN","250066","1132764"
Botswana,"BWA","Población, mujeres","SP.POP.TOTL.FE.IN","274486","1158897"
Botswana,"BWA","Población, total","SP.POP.TOTL","524552","2291661"
Brasil,"BRA","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","56.081","79.336"
Brasil,"BRA","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","54.241","75.723"
Brasil,"BRA","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","52.434","72.112"
Brasil,"BRA","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","15165569912.5199","2053594877013.22"
Brasil,"BRA","Población, hombres","SP.POP.TOTL.MA.IN","35952077","102855016"
Brasil,"BRA","Población, mujeres","SP.POP.TOTL.FE.IN","36255477","106433262"
Brasil,"BRA","Población, total","SP.POP.TOTL","72207554","209288278"
Brunei Darussalam,"BRN","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","63.976","79.074"
Brunei Darussalam,"BRN","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","62.467","77.374"
Brunei Darussalam,"BRN","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","61.095","75.782"
Brunei Darussalam,"BRN","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","NA","12128089001.5858"
Brunei Darussalam,"BRN","Población, hombres","SP.POP.TOTL.MA.IN","42182","220633"
Brunei Darussalam,"BRN","Población, mujeres","SP.POP.TOTL.FE.IN","39563","208064"
Brunei Darussalam,"BRN","Población, total","SP.POP.TOTL","81745","428697"
Bulgaria,"BGR","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","71.03","78.5"
Bulgaria,"BGR","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","69.2475609756098","74.8121951219512"
Bulgaria,"BGR","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","67.55","71.3"
Bulgaria,"BGR","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","NA","58220973782.7715"
Bulgaria,"BGR","Población, hombres","SP.POP.TOTL.MA.IN","3928033","3439703"
Bulgaria,"BGR","Población, mujeres","SP.POP.TOTL.FE.IN","3939341","3636244"
Bulgaria,"BGR","Población, total","SP.POP.TOTL","7867374","7075947"
Burkina Faso,"BFA","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","35.553","61.431"
Burkina Faso,"BFA","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","34.432","60.77"
Burkina Faso,"BFA","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","33.454","59.98"
Burkina Faso,"BFA","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","330442817.168859","12322864244.9183"
Burkina Faso,"BFA","Población, hombres","SP.POP.TOTL.MA.IN","2457982","9571934"
Burkina Faso,"BFA","Población, mujeres","SP.POP.TOTL.FE.IN","2371306","9621448"
Burkina Faso,"BFA","Población, total","SP.POP.TOTL","4829288","19193382"
Burundi,"BDI","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","42.851","59.879"
Burundi,"BDI","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","41.281","57.857"
Burundi,"BDI","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","39.698","55.883"
Burundi,"BDI","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","195999990","3172416146.3921"
Burundi,"BDI","Población, hombres","SP.POP.TOTL.MA.IN","1344888","5346539"
Burundi,"BDI","Población, mujeres","SP.POP.TOTL.FE.IN","1441218","5517706"
Burundi,"BDI","Población, total","SP.POP.TOTL","2786106","10864245"
Cabo Verde,"CPV","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","50.078","74.914"
Cabo Verde,"CPV","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","48.928","73.004"
Cabo Verde,"CPV","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","47.693","70.86"
Cabo Verde,"CPV","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","NA","1772706451.18085"
Cabo Verde,"CPV","Población, hombres","SP.POP.TOTL.MA.IN","94953","272266"
Cabo Verde,"CPV","Población, mujeres","SP.POP.TOTL.FE.IN","107357","274122"
Cabo Verde,"CPV","Población, total","SP.POP.TOTL","202310","546388"
Camboya,"KHM","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","42.932","71.324"
Camboya,"KHM","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","41.242","69.331"
Camboya,"KHM","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","39.613","67.127"
Camboya,"KHM","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","637142865.714286","22158209502.6391"
Camboya,"KHM","Población, hombres","SP.POP.TOTL.MA.IN","2856077","7809580"
Camboya,"KHM","Población, mujeres","SP.POP.TOTL.FE.IN","2866293","8195793"
Camboya,"KHM","Población, total","SP.POP.TOTL","5722370","16005373"
Camerún,"CMR","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","42.878","59.706"
Camerún,"CMR","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","41.546","58.575"
Camerún,"CMR","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","40.234","57.45"
Camerún,"CMR","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","618740988.011405","34922782310.6416"
Camerún,"CMR","Población, hombres","SP.POP.TOTL.MA.IN","2544372","12038247"
Camerún,"CMR","Población, mujeres","SP.POP.TOTL.FE.IN","2631896","12015480"
Camerún,"CMR","Población, total","SP.POP.TOTL","5176268","24053727"
Canadá,"CAN","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","74.15","84.382"
Canadá,"CAN","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","71.1331707317073","82.4704878048781"
Canadá,"CAN","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","68.26","80.65"
Canadá,"CAN","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","41093453544.9096","1647120175449.13"
Canadá,"CAN","Población, hombres","SP.POP.TOTL.MA.IN","9057268","18213750"
Canadá,"CAN","Población, mujeres","SP.POP.TOTL.FE.IN","8851741","18494333"
Canadá,"CAN","Población, total","SP.POP.TOTL","17909009","36708083"
Chad,"TCD","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","40.163","54.455"
Chad,"TCD","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","38.019","53.208"
Chad,"TCD","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","35.956","51.981"
Chad,"TCD","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","313582727.638056","9871247731.89787"
Chad,"TCD","Población, hombres","SP.POP.TOTL.MA.IN","1466806","7458379"
Chad,"TCD","Población, mujeres","SP.POP.TOTL.FE.IN","1534787","7441615"
Chad,"TCD","Población, total","SP.POP.TOTL","3001593","14899994"
Chile,"CHL","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","60.056","82.093"
Chile,"CHL","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","57.285","79.732"
Chile,"CHL","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","54.604","77.179"
Chile,"CHL","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","4110000000","277075944401.941"
Chile,"CHL","Población, hombres","SP.POP.TOTL.MA.IN","3797232","8943758"
Chile,"CHL","Población, mujeres","SP.POP.TOTL.FE.IN","3919393","9110968"
Chile,"CHL","Población, total","SP.POP.TOTL","7716625","18054726"
China,"CHN","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","45.191","77.999"
China,"CHN","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","43.725","76.41"
China,"CHN","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","42.433","74.946"
China,"CHN","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","59716467625.3148","12237700479375"
China,"CHN","Población, hombres","SP.POP.TOTL.MA.IN","343839501","714405303"
China,"CHN","Población, mujeres","SP.POP.TOTL.FE.IN","323230499","671989697"
China,"CHN","Población, total","SP.POP.TOTL","667070000","1386395000"
Chipre,"CYP","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","71.655","82.795"
Chipre,"CYP","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","69.618","80.67"
Chipre,"CYP","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","67.631","78.539"
Chipre,"CYP","PIB (US$ a precios actuales)","NY.GDP.MKTP.CD","NA","22054225828.2623"
Chipre,"CYP","Población, hombres","SP.POP.TOTL.MA.IN","281665","590482"
Chipre,"CYP","Población, mujeres","SP.POP.TOTL.FE.IN","291265","589069"
Chipre,"CYP","Población, total","SP.POP.TOTL","572930","1179551"
Colombia,"COL","Esperanza de vida al nacer, mujeres (años)","SP.DYN.LE00.FE.IN","58.47","78.169"
Colombia,"COL","Esperanza de vida al nacer, total (años)","SP.DYN.LE00.IN","56.752","74.562"
Colombia,"COL","Esperanza de vida al nacer, varones (años)","SP.DYN.LE00.MA.IN","55.047","71.038"
