Time,"Time Code","Country Name","Country Code","GDP (current US$) [NY.GDP.MKTP.CD]","Mobile cellular subscriptions [IT.CEL.SETS]","Mobile cellular subscriptions (per 100 people) [IT.CEL.SETS.P2]"
1960,"YR1960","Iceland","ISL","248434096.968726","0","0"
1960,"YR1960","India","IND","37029884761.6365","0","0"
1960,"YR1960","Indonesia","IDN","NA","0","0"
1960,"YR1960","Iran, Islamic Rep.","IRN","4199134390.12602","0","0"
1960,"YR1960","Iraq","IRQ","1684121534.58415","0","0"
1960,"YR1960","Ireland","IRL","1939329775.43739","0","0"
1960,"YR1960","Isle of Man","IMN","NA","NA","NA"
1960,"YR1960","Israel","ISR","2598500000","NA","NA"
1960,"YR1960","Italy","ITA","40385288344.1911","0","0"
1960,"YR1960","Jamaica","JAM","699050678.98642","0","0"
1960,"YR1960","Japan","JPN","44307342950.4","0","0"
1960,"YR1960","Jordan","JOR","NA","0","0"
1960,"YR1960","Kazakhstan","KAZ","NA","0","0"
1960,"YR1960","Kenya","KEN","791265458.818076","0","0"
1960,"YR1960","Kiribati","KIR","NA","0","0"
1960,"YR1960","Korea, Dem. People’s Rep.","PRK","NA","0","0"
1960,"YR1960","Korea, Rep.","KOR","3957873925.93719","0","0"
1960,"YR1960","Kosovo","XKX","NA","NA","NA"
1960,"YR1960","Kuwait","KWT","NA","0","0"
1960,"YR1960","Kyrgyz Republic","KGZ","NA","0","0"
1960,"YR1960","Lao PDR","LAO","NA","0","0"
1960,"YR1960","Latvia","LVA","NA","0","0"
1960,"YR1960","Lebanon","LBN","NA","0","0"
1960,"YR1960","Lesotho","LSO","34579308.4138317","0","0"
1960,"YR1960","Liberia","LBR","NA","0","0"
1960,"YR1960","Libya","LBY","NA","0","0"
1960,"YR1960","Liechtenstein","LIE","NA","NA","NA"
1960,"YR1960","Lithuania","LTU","NA","0","0"
1960,"YR1960","Luxembourg","LUX","703925705.942958","0","0"
1960,"YR1960","Macao SAR, China","MAC","NA","0","0"
1960,"YR1960","Madagascar","MDG","673081724.076322","0","0"
1960,"YR1960","Malawi","MWI","162956740.865183","0","0"
1960,"YR1960","Malaysia","MYS","1916241996.60264","0","0"
1960,"YR1960","Maldives","MDV","NA","0","0"
1960,"YR1960","Mali","MLI","NA","0","0"
1960,"YR1960","Malta","MLT","NA","0","0"
1960,"YR1960","Marshall Islands","MHL","NA","0","0"
1960,"YR1960","Mauritania","MRT","92609222.6912849","0","0"
1960,"YR1960","Mauritius","MUS","NA","0","0"
1960,"YR1960","Mexico","MEX","13040000000","0","0"
1960,"YR1960","Micronesia, Fed. Sts.","FSM","NA","0","0"
1960,"YR1960","Moldova","MDA","NA","0","0"
1960,"YR1960","Monaco","MCO","NA","0","0"
1960,"YR1960","Mongolia","MNG","NA","0","0"
1960,"YR1960","Montenegro","MNE","NA","NA","NA"
1960,"YR1960","Morocco","MAR","2037150716.33238","0","0"
1960,"YR1960","Mozambique","MOZ","NA","0","0"
1960,"YR1960","Myanmar","MMR","NA","0","0"
1960,"YR1960","Namibia","NAM","NA","0","0"
1960,"YR1960","Nauru","NRU","NA","0","0"
1960,"YR1960","Nepal","NPL","508334413.965087","0","0"
1960,"YR1960","Netherlands","NLD","12276734172.0828","0","0"
1960,"YR1960","New Caledonia","NCL","NA","0","0"
1960,"YR1960","New Zealand","NZL","5485854791.97096","0","0"
1960,"YR1960","Nicaragua","NIC","223854666.666667","0","0"
1960,"YR1960","Niger","NER","449526872.565561","0","0"
1960,"YR1960","Nigeria","NGA","4196092258.15484","0","0"
1960,"YR1960","North Macedonia","MKD","NA","0","0"
1960,"YR1960","Northern Mariana Islands","MNP","NA","0","0"
1960,"YR1960","Norway","NOR","5163271598.15702","0","0"
1960,"YR1960","Oman","OMN","NA","0","0"
1960,"YR1960","Pakistan","PAK","3707055900.88198","0","0"
1960,"YR1960","Palau","PLW","NA","NA","NA"
1960,"YR1960","Panama","PAN","537147100","0","0"
1960,"YR1960","Papua New Guinea","PNG","230496032.981216","0","0"
1960,"YR1960","Paraguay","PRY","NA","0","0"
1960,"YR1960","Peru","PER","2571908062.07692","0","0"
1960,"YR1960","Philippines","PHL","6684568805.06881","0","0"
1960,"YR1960","Poland","POL","NA","0","0"
1960,"YR1960","Portugal","PRT","3193200404.37297","0","0"
1960,"YR1960","Puerto Rico","PRI","1691900000","0","0"
1960,"YR1960","Qatar","QAT","NA","0","0"
1960,"YR1960","Romania","ROU","NA","0","0"
1960,"YR1960","Russian Federation","RUS","NA","0","0"
1960,"YR1960","Rwanda","RWA","119000024","0","0"
1960,"YR1960","Samoa","WSM","NA","0","0"
1960,"YR1960","San Marino","SMR","NA","NA","NA"
1960,"YR1960","Sao Tome and Principe","STP","NA","0","0"
1960,"YR1960","Saudi Arabia","SAU","NA","NA","NA"
1960,"YR1960","Senegal","SEN","1003692374.55789","0","0"
1960,"YR1960","Serbia","SRB","NA","NA","NA"
1960,"YR1960","Seychelles","SYC","12012025.2477875","0","0"
1960,"YR1960","Sierra Leone","SLE","322009471.56704","0","0"
1960,"YR1960","Singapore","SGP","704462302.365086","0","0"
1960,"YR1960","Sint Maarten (Dutch part)","SXM","NA","NA","NA"
1960,"YR1960","Slovak Republic","SVK","NA","0","0"
1960,"YR1960","Slovenia","SVN","NA","0","0"
1960,"YR1960","Solomon Islands","SLB","NA","0","0"
1960,"YR1960","Somalia","SOM","NA","0","0"
1960,"YR1960","South Africa","ZAF","7575248495.0301","0","0"
1960,"YR1960","South Sudan","SSD","NA","NA","NA"
1960,"YR1960","Spain","ESP","12072126075.397","0","0"
1960,"YR1960","Sri Lanka","LKA","1409873949.57983","0","0"
1960,"YR1960","St. Kitts and Nevis","KNA","12366563.6119699","0","0"
1960,"YR1960","St. Lucia","LCA","NA","0","0"
1960,"YR1960","St. Martin (French part)","MAF","NA","NA","NA"
1960,"YR1960","St. Vincent and the Grenadines","VCT","13066557.7786852","0","0"
1960,"YR1960","Sudan","SDN","1307333333.33333","0","0"
1960,"YR1960","Suriname","SUR","99650000","0","0"
1960,"YR1960","Sweden","SWE","14842870293.4207","0","0"
1960,"YR1960","Switzerland","CHE","9522746719.21614","0","0"
1960,"YR1960","Syrian Arab Republic","SYR","857704431.686497","0","0"
1960,"YR1960","Tajikistan","TJK","NA","0","0"
1960,"YR1960","Tanzania","TZA","NA","0","0"
1960,"YR1960","Thailand","THA","2760747471.88624","0","0"
1960,"YR1960","Timor-Leste","TLS","NA","NA","NA"
1960,"YR1960","Togo","TGO","121128073.114022","0","0"
1960,"YR1960","Tonga","TON","NA","0","0"
1960,"YR1960","Trinidad and Tobago","TTO","535670127.748935","0","0"
1960,"YR1960","Tunisia","TUN","NA","0","0"
1960,"YR1960","Turkey","TUR","13995067817.5092","0","0"
1960,"YR1960","Turkmenistan","TKM","NA","0","0"
1960,"YR1960","Turks and Caicos Islands","TCA","NA","0","0"
1960,"YR1960","Tuvalu","TUV","NA","0","0"
1960,"YR1960","Uganda","UGA","423008385.744235","0","0"
1960,"YR1960","Ukraine","UKR","NA","0","0"
1960,"YR1960","United Arab Emirates","ARE","NA","NA","NA"
1960,"YR1960","United Kingdom","GBR","72328047042.1588","0","0"
1960,"YR1960","United States","USA","543300000000","0","0"
1960,"YR1960","Uruguay","URY","1242289239.20493","0","0"
1960,"YR1960","Uzbekistan","UZB","NA","0","0"
1960,"YR1960","Vanuatu","VUT","NA","0","0"
1960,"YR1960","Venezuela, RB","VEN","7779090909.09091","0","0"
1960,"YR1960","Vietnam","VNM","NA","0","0"
1960,"YR1960","Virgin Islands (U.S.)","VIR","24200000","0","0"
1960,"YR1960","West Bank and Gaza","PSE","NA","NA","NA"
1960,"YR1960","Yemen, Rep.","YEM","NA","0","0"
1960,"YR1960","Zambia","ZMB","713000000","0","0"
1960,"YR1960","Zimbabwe","ZWE","1052990400","0","0"
1961,"YR1961","Afghanistan","AFG","548888895.555556","NA","NA"
1961,"YR1961","Albania","ALB","NA","NA","NA"
1961,"YR1961","Algeria","DZA","2434776645.73628","NA","NA"
1961,"YR1961","American Samoa","ASM","NA","NA","NA"
1961,"YR1961","Andorra","AND","NA","NA","NA"
1961,"YR1961","Angola","AGO","NA","NA","NA"
1961,"YR1961","Antigua and Barbuda","ATG","NA","NA","NA"
1961,"YR1961","Argentina","ARG","NA","NA","NA"
1961,"YR1961","Armenia","ARM","NA","NA","NA"
1961,"YR1961","Aruba","ABW","NA","NA","NA"
1961,"YR1961","Australia","AUS","19648336879.8298","NA","NA"
1961,"YR1961","Austria","AUT","7311749633.36229","NA","NA"
1961,"YR1961","Azerbaijan","AZE","NA","NA","NA"
1961,"YR1961","Bahamas, The","BHS","190098039.215686","NA","NA"
1961,"YR1961","Bahrain","BHR","NA","NA","NA"
1961,"YR1961","Bangladesh","BGD","4817580183.60155","NA","NA"
1961,"YR1961","Barbados","BRB","NA","NA","NA"
1961,"YR1961","Belarus","BLR","NA","NA","NA"
1961,"YR1961","Belgium","BEL","12400145221.595","NA","NA"
1961,"YR1961","Belize","BLZ","29964370.7125857","NA","NA"
1961,"YR1961","Benin","BEN","235668222.429984","NA","NA"
1961,"YR1961","Bermuda","BMU","89249986.7007156","NA","NA"
1961,"YR1961","Bhutan","BTN","NA","NA","NA"
1961,"YR1961","Bolivia","BOL","406684585.719294","NA","NA"
1961,"YR1961","Bosnia and Herzegovina","BIH","NA","NA","NA"
1961,"YR1961","Botswana","BWA","32902336.644746","NA","NA"
1961,"YR1961","Brazil","BRA","15236854859.469","NA","NA"
1961,"YR1961","British Virgin Islands","VGB","NA","NA","NA"
1961,"YR1961","Brunei Darussalam","BRN","NA","NA","NA"
1961,"YR1961","Bulgaria","BGR","NA","NA","NA"
1961,"YR1961","Burkina Faso","BFA","350247237.11684","NA","NA"
1961,"YR1961","Burundi","BDI","202999992","NA","NA"
1961,"YR1961","Cabo Verde","CPV","NA","NA","NA"
1961,"YR1961","Cambodia","KHM","642857134.285714","NA","NA"
1961,"YR1961","Cameroon","CMR","657597382.759152","NA","NA"
1961,"YR1961","Canada","CAN","40767969453.696","NA","NA"
1961,"YR1961","Cayman Islands","CYM","NA","NA","NA"
1961,"YR1961","Central African Republic","CAF","123134584.467673","NA","NA"
1961,"YR1961","Chad","TCD","333975336.626541","NA","NA"
1961,"YR1961","Channel Islands","CHI","NA","NA","NA"
1961,"YR1961","Chile","CHL","4609727272.72727","NA","NA"
1961,"YR1961","China","CHN","50056868957.6732","NA","NA"
1961,"YR1961","Colombia","COL","4540447761.19403","NA","NA"
1961,"YR1961","Comoros","COM","NA","NA","NA"
1961,"YR1961","Congo, Dem. Rep.","COD","3086746857.14286","NA","NA"
1961,"YR1961","Congo, Rep.","COG","151675739.160603","NA","NA"
1961,"YR1961","Costa Rica","CRI","490325181.614275","NA","NA"
1961,"YR1961","Cote d'Ivoire","CIV","618245639.221382","NA","NA"
1961,"YR1961","Croatia","HRV","NA","NA","NA"
1961,"YR1961","Cuba","CUB","NA","NA","NA"
1961,"YR1961","Curacao","CUW","NA","NA","NA"
1961,"YR1961","Cyprus","CYP","NA","NA","NA"
1961,"YR1961","Czech Republic","CZE","NA","NA","NA"
1961,"YR1961","Denmark","DNK","6933842098.84548","NA","NA"
1961,"YR1961","Djibouti","DJI","NA","NA","NA"
1961,"YR1961","Dominica","DMA","NA","NA","NA"
1961,"YR1961","Dominican Republic","DOM","654100200","NA","NA"
1961,"YR1961","Ecuador","ECU","1753850416.70826","NA","NA"
1961,"YR1961","Egypt, Arab Rep.","EGY","NA","NA","NA"
1961,"YR1961","El Salvador","SLV","NA","NA","NA"
1961,"YR1961","Equatorial Guinea","GNQ","NA","NA","NA"
1961,"YR1961","Eritrea","ERI","NA","NA","NA"
1961,"YR1961","Estonia","EST","NA","NA","NA"
1961,"YR1961","Eswatini","SWZ","43025199.4960101","NA","NA"
1961,"YR1961","Ethiopia","ETH","NA","NA","NA"
1961,"YR1961","Faroe Islands","FRO","NA","NA","NA"
1961,"YR1961","Fiji","FJI","116987784.913739","NA","NA"
1961,"YR1961","Finland","FIN","5921659485.03284","NA","NA"
1961,"YR1961","France","FRA","68346741504.4257","NA","NA"
1961,"YR1961","French Polynesia","PYF","NA","NA","NA"
1961,"YR1961","Gabon","GAB","167637907.381696","NA","NA"
1961,"YR1961","Gambia, The","GMB","NA","NA","NA"
1961,"YR1961","Georgia","GEO","NA","NA","NA"
1961,"YR1961","Germany","DEU","NA","NA","NA"
1961,"YR1961","Ghana","GHA","1302674264.19915","NA","NA"
1961,"YR1961","Gibraltar","GIB","NA","NA","NA"
1961,"YR1961","Greece","GRC","5016048786.22753","NA","NA"
1961,"YR1961","Greenland","GRL","NA","NA","NA"
1961,"YR1961","Grenada","GRD","NA","NA","NA"
1961,"YR1961","Guam","GUM","NA","NA","NA"
1961,"YR1961","Guatemala","GTM","1076699900","NA","NA"
1961,"YR1961","Guinea","GIN","NA","NA","NA"
1961,"YR1961","Guinea-Bissau","GNB","NA","NA","NA"
1961,"YR1961","Guyana","GUY","185848451.262906","NA","NA"
1961,"YR1961","Haiti","HTI","271066000","NA","NA"
1961,"YR1961","Honduras","HND","356200000","NA","NA"
1961,"YR1961","Hong Kong SAR, China","HKG","1383681651.13776","NA","NA"
1961,"YR1961","Hungary","HUN","NA","NA","NA"
1961,"YR1961","Iceland","ISL","253885656.329253","NA","NA"
1961,"YR1961","India","IND","39232436722.9835","NA","NA"
1961,"YR1961","Indonesia","IDN","NA","NA","NA"
1961,"YR1961","Iran, Islamic Rep.","IRN","4426949094.75238","NA","NA"
1961,"YR1961","Iraq","IRQ","1831700364.04369","NA","NA"
1961,"YR1961","Ireland","IRL","2088012282.35667","NA","NA"
1961,"YR1961","Isle of Man","IMN","NA","NA","NA"
1961,"YR1961","Israel","ISR","3138500000","NA","NA"
1961,"YR1961","Italy","ITA","44842760293.1924","NA","NA"
1961,"YR1961","Jamaica","JAM","748028839.423211","NA","NA"
1961,"YR1961","Japan","JPN","53508617739.3778","NA","NA"
1961,"YR1961","Jordan","JOR","NA","NA","NA"
1961,"YR1961","Kazakhstan","KAZ","NA","NA","NA"
1961,"YR1961","Kenya","KEN","792959472.139024","NA","NA"
1961,"YR1961","Kiribati","KIR","NA","NA","NA"
1961,"YR1961","Korea, Dem. People’s Rep.","PRK","NA","NA","NA"
1961,"YR1961","Korea, Rep.","KOR","2417237753.94419","NA","NA"
1961,"YR1961","Kosovo","XKX","NA","NA","NA"
1961,"YR1961","Kuwait","KWT","NA","NA","NA"
1961,"YR1961","Kyrgyz Republic","KGZ","NA","NA","NA"
1961,"YR1961","Lao PDR","LAO","NA","NA","NA"
1961,"YR1961","Latvia","LVA","NA","NA","NA"
1961,"YR1961","Lebanon","LBN","NA","NA","NA"
1961,"YR1961","Lesotho","LSO","35699286.0142797","NA","NA"
1961,"YR1961","Liberia","LBR","NA","NA","NA"
1961,"YR1961","Libya","LBY","NA","NA","NA"
1961,"YR1961","Liechtenstein","LIE","NA","NA","NA"
1961,"YR1961","Lithuania","LTU","NA","NA","NA"
1961,"YR1961","Luxembourg","LUX","704145671.350213","NA","NA"
1961,"YR1961","Macao SAR, China","MAC","NA","NA","NA"
1961,"YR1961","Madagascar","MDG","699161943.857103","NA","NA"
1961,"YR1961","Malawi","MWI","174576508.469831","NA","NA"
1961,"YR1961","Malaysia","MYS","1901868548.28172","NA","NA"
1961,"YR1961","Maldives","MDV","NA","NA","NA"
1961,"YR1961","Mali","MLI","NA","NA","NA"
1961,"YR1961","Malta","MLT","NA","NA","NA"
1961,"YR1961","Marshall Islands","MHL","NA","NA","NA"
1961,"YR1961","Mauritania","MRT","107726181.218408","NA","NA"
1961,"YR1961","Mauritius","MUS","NA","NA","NA"
1961,"YR1961","Mexico","MEX","14160000000","NA","NA"
1961,"YR1961","Micronesia, Fed. Sts.","FSM","NA","NA","NA"
1961,"YR1961","Moldova","MDA","NA","NA","NA"
1961,"YR1961","Monaco","MCO","NA","NA","NA"
1961,"YR1961","Mongolia","MNG","NA","NA","NA"
1961,"YR1961","Montenegro","MNE","NA","NA","NA"
1961,"YR1961","Morocco","MAR","2025689536.60705","NA","NA"
1961,"YR1961","Mozambique","MOZ","NA","NA","NA"
1961,"YR1961","Myanmar","MMR","NA","NA","NA"
1961,"YR1961","Namibia","NAM","NA","NA","NA"
1961,"YR1961","Nauru","NRU","NA","NA","NA"
1961,"YR1961","Nepal","NPL","531959561.62226","NA","NA"
1961,"YR1961","Netherlands","NLD","13493833739.9949","NA","NA"
1961,"YR1961","New Caledonia","NCL","NA","NA","NA"
1961,"YR1961","New Zealand","NZL","5670064168.21773","NA","NA"
1961,"YR1961","Nicaragua","NIC","240524723.428571","NA","NA"
1961,"YR1961","Niger","NER","485785234.940376","NA","NA"
1961,"YR1961","Nigeria","NGA","4467200335.99328","NA","NA"
1961,"YR1961","North Macedonia","MKD","NA","NA","NA"
1961,"YR1961","Northern Mariana Islands","MNP","NA","NA","NA"
1961,"YR1961","Norway","NOR","5632460936.54576","NA","NA"
1961,"YR1961","Oman","OMN","NA","NA","NA"
1961,"YR1961","Pakistan","PAK","4054599181.01638","NA","NA"
1961,"YR1961","Palau","PLW","NA","NA","NA"
1961,"YR1961","Panama","PAN","599026300","NA","NA"
1961,"YR1961","Papua New Guinea","PNG","244832035.032526","NA","NA"
1961,"YR1961","Paraguay","PRY","NA","NA","NA"
1961,"YR1961","Peru","PER","2899654840.36563","NA","NA"
1961,"YR1961","Philippines","PHL","7256966966.22556","NA","NA"
1961,"YR1961","Poland","POL","NA","NA","NA"
1961,"YR1961","Portugal","PRT","3417516639.37596","NA","NA"
1961,"YR1961","Puerto Rico","PRI","1865100000","NA","NA"
1961,"YR1961","Qatar","QAT","NA","NA","NA"
1961,"YR1961","Romania","ROU","NA","NA","NA"
1961,"YR1961","Russian Federation","RUS","NA","NA","NA"
1961,"YR1961","Rwanda","RWA","122000016","NA","NA"
1961,"YR1961","Samoa","WSM","NA","NA","NA"
1961,"YR1961","San Marino","SMR","NA","NA","NA"
1961,"YR1961","Sao Tome and Principe","STP","NA","NA","NA"
1961,"YR1961","Saudi Arabia","SAU","NA","NA","NA"
1961,"YR1961","Senegal","SEN","1058975265.58883","NA","NA"
1961,"YR1961","Serbia","SRB","NA","NA","NA"
1961,"YR1961","Seychelles","SYC","11592024.3649283","NA","NA"
1961,"YR1961","Sierra Leone","SLE","327834680.557103","NA","NA"
1961,"YR1961","Singapore","SGP","764308114.464916","NA","NA"
1961,"YR1961","Sint Maarten (Dutch part)","SXM","NA","NA","NA"
1961,"YR1961","Slovak Republic","SVK","NA","NA","NA"
1961,"YR1961","Slovenia","SVN","NA","NA","NA"
1961,"YR1961","Solomon Islands","SLB","NA","NA","NA"
1961,"YR1961","Somalia","SOM","NA","NA","NA"
1961,"YR1961","South Africa","ZAF","7972840543.18914","NA","NA"
1961,"YR1961","South Sudan","SSD","NA","NA","NA"
1961,"YR1961","Spain","ESP","13834300571.4849","NA","NA"
1961,"YR1961","Sri Lanka","LKA","1444327731.09244","NA","NA"
1961,"YR1961","St. Kitts and Nevis","KNA","12483229.3064224","NA","NA"
1961,"YR1961","St. Lucia","LCA","NA","NA","NA"
1961,"YR1961","St. Martin (French part)","MAF","NA","NA","NA"
1961,"YR1961","St. Vincent and the Grenadines","VCT","13999883.3343055","NA","NA"
1961,"YR1961","Sudan","SDN","1419333333.33333","NA","NA"
1961,"YR1961","Suriname","SUR","107700000","NA","NA"
1961,"YR1961","Sweden","SWE","16147160122.7882","NA","NA"
1961,"YR1961","Switzerland","CHE","10712712465.0522","NA","NA"
1961,"YR1961","Syrian Arab Republic","SYR","945244992.211306","NA","NA"
1961,"YR1961","Tajikistan","TJK","NA","NA","NA"
1961,"YR1961","Tanzania","TZA","NA","NA","NA"
1961,"YR1961","Thailand","THA","3034043574.06071","NA","NA"
1961,"YR1961","Timor-Leste","TLS","NA","NA","NA"
1961,"YR1961","Togo","TGO","126396469.707058","NA","NA"
1961,"YR1961","Tonga","TON","NA","NA","NA"
1961,"YR1961","Trinidad and Tobago","TTO","584961208.656595","NA","NA"
1961,"YR1961","Tunisia","TUN","NA","NA","NA"
1961,"YR1961","Turkey","TUR","8022222222.22222","NA","NA"
1961,"YR1961","Turkmenistan","TKM","NA","NA","NA"
1961,"YR1961","Turks and Caicos Islands","TCA","NA","NA","NA"
1961,"YR1961","Tuvalu","TUV","NA","NA","NA"
1961,"YR1961","Uganda","UGA","441524109.014675","NA","NA"
1961,"YR1961","Ukraine","UKR","NA","NA","NA"
1961,"YR1961","United Arab Emirates","ARE","NA","NA","NA"
1961,"YR1961","United Kingdom","GBR","76694360635.9159","NA","NA"
1961,"YR1961","United States","USA","563300000000","NA","NA"
1961,"YR1961","Uruguay","URY","1547388781.43133","NA","NA"
1961,"YR1961","Uzbekistan","UZB","NA","NA","NA"
1961,"YR1961","Vanuatu","VUT","NA","NA","NA"
1961,"YR1961","Venezuela, RB","VEN","8189090909.09091","NA","NA"
1961,"YR1961","Vietnam","VNM","NA","NA","NA"
1961,"YR1961","Virgin Islands (U.S.)","VIR","25700000","NA","NA"
1961,"YR1961","West Bank and Gaza","PSE","NA","NA","NA"
1961,"YR1961","Yemen, Rep.","YEM","NA","NA","NA"
1961,"YR1961","Zambia","ZMB","696285714.285714","NA","NA"
1961,"YR1961","Zimbabwe","ZWE","1096646600","NA","NA"
1962,"YR1962","Afghanistan","AFG","546666677.777778","NA","NA"
1962,"YR1962","Albania","ALB","NA","NA","NA"
1962,"YR1962","Algeria","DZA","2001468867.73344","NA","NA"
1962,"YR1962","American Samoa","ASM","NA","NA","NA"
1962,"YR1962","Andorra","AND","NA","NA","NA"
1962,"YR1962","Angola","AGO","NA","NA","NA"
1962,"YR1962","Antigua and Barbuda","ATG","NA","NA","NA"
1962,"YR1962","Argentina","ARG","24450604877.6081","NA","NA"
1962,"YR1962","Armenia","ARM","NA","NA","NA"
1962,"YR1962","Aruba","ABW","NA","NA","NA"
1962,"YR1962","Australia","AUS","19888005375.742","NA","NA"
1962,"YR1962","Austria","AUT","7756110210.11966","NA","NA"
1962,"YR1962","Azerbaijan","AZE","NA","NA","NA"
1962,"YR1962","Bahamas, The","BHS","212254901.960784","NA","NA"
1962,"YR1962","Bahrain","BHR","NA","NA","NA"
1962,"YR1962","Bangladesh","BGD","5081413339.78635","NA","NA"
1962,"YR1962","Barbados","BRB","NA","NA","NA"
1962,"YR1962","Belarus","BLR","NA","NA","NA"
